Species,GFE_ID,River,CU,WATERSHED_CDE,LINEAR_FEATURE_ID
PKE,1612,MARSHALL INLET CREEK,PKE-10,950-266100-00000-00000-0000-0000-000-000-000-000-000-000,137060782
PKE,1613,MATHESON CREEK-R/H,PKE-10,950-272600-00000-00000-0000-0000-000-000-000-000-000-000,137061725
PKE,1614,MATHESON CREEK-L/H,PKE-10,950-273100-03300-00000-0000-0000-000-000-000-000-000-000,137061818
PKE,1615,ARROW CREEK,PKE-10,950-275600-00000-00000-0000-0000-000-000-000-000-000-000,137061272
PKE,1624,BAG HARBOUR CREEK,PKE-10,950-308600-00000-00000-0000-0000-000-000-000-000-000-000,137065367
PKE,1625,TANGLE COVE CREEK,PKE-10,950-312000-00000-00000-0000-0000-000-000-000-000-000-000,137065948
PKE,1626,GEORGE BAY CREEK,PKE-10,950-316600-00000-00000-0000-0000-000-000-000-000-000-000,137067042
PKE,1627,OXALIS CREEK,PKE-10,950-319200-00000-00000-0000-0000-000-000-000-000-000-000,137067317
PKE,1628,HUSTON INLET CREEKS,PKE-10,950-329000-00000-00000-0000-0000-000-000-000-000-000-000,137068669
PKE,1632,IKEDA CREEK,PKE-10,950-351100-00000-00000-0000-0000-000-000-000-000-000-000,137066999
PKE,1636,SOUTH COVE CREEK,PKE-10,950-380200-00000-00000-0000-0000-000-000-000-000-000-000,137070019
PKE,1638,RASPBERRY CREEK,PKE-10,950-401500-00000-00000-0000-0000-000-000-000-000-000-000,137070679
PKE,1640,SEDMOND CREEK,PKE-10,950-410500-00000-00000-0000-0000-000-000-000-000-000-000,137069920
PKE,1650,FAIRFAX CREEK,PKE-11,950-692400-00000-00000-0000-0000-000-000-000-000-000-000,137040599
PKE,1651,BOTANY INLET CREEK-OUTER,PKE-11,950-706200-00000-00000-0000-0000-000-000-000-000-000-000,137040232
PKE,1652,BOTANY INLET CREEK-HEAD,PKE-11,950-708500-00000-00000-0000-0000-000-000-000-000-000-000,137041095
PKE,1654,FLAT CREEK,PKE-11,950-719300-00000-00000-0000-0000-000-000-000-000-000-000,137035487
PKE,1656,TASU CREEK,PKE-11,950-734400-00000-00000-0000-0000-000-000-000-000-000-000,137029842
PKE,1657,LOMGON BAY CREEK,PKE-11,950-746200-00000-00000-0000-0000-000-000-000-000-000-000,137035391
PKE,1658,KOOTENAY INLET SOUTH ARM CREEK,PKE-11,950-786400-00000-00000-0000-0000-000-000-000-000-000-000,137030581
PKE,1659,KOOTENAY INLET NORTH ARM CREEK,PKE-11,950-794000-00000-00000-0000-0000-000-000-000-000-000-000,137027809
PKE,1660,BOTTLE INLET CREEK,PKE-11,950-811600-00000-00000-0000-0000-000-000-000-000-000-000,137021765
PKE,1661,DOUGLAS INLET CREEK-R/H,PKE-11,950-838500-00000-00000-0000-0000-000-000-000-000-000-000,137021429
PKE,1662,DOUGLAS INLET CREEK-HEAD,PKE-11,950-839900-00000-00000-0000-0000-000-000-000-000-000-000,137021329
PKE,1663,GOLD HARBOUR CREEK,PKE-11,950-851900-00000-00000-0000-0000-000-000-000-000-000-000,137021130
PKE,1666,PEEL INLET HEAD CREEK,PKE-11,950-872100-00000-00000-0000-0000-000-000-000-000-000-000,137018252
PKE,1667,PEEL INLET CREEK-L/H #2,PKE-11,950-875100-00000-00000-0000-0000-000-000-000-000-000-000,137016294
PKE,1669,INSKIP CREEK,PKE-11,950-882800-00000-00000-0000-0000-000-000-000-000-000-000,137013993
PKE,1670,SECURITY INLET CREEK-R/H,PKE-11,950-899300-00000-00000-0000-0000-000-000-000-000-000-000,137010261
PKE,1671,SECURITY INLET CREEK-L/H,PKE-11,950-901300-00000-00000-0000-0000-000-000-000-000-000-000,137009478
PKE,1672,MCKENZIE COVE CREEK,PKE-11,950-907200-00000-00000-0000-0000-000-000-000-000-000-000,137010788
PKE,1673,BOOMCHAIN BAY CREEK,PKE-11,950-915700-00000-00000-0000-0000-000-000-000-000-000-000,137010438
PKE,1677,CANOE PASS CREEK,PKE-11,950-952000-00000-00000-0000-0000-000-000-000-000-000-000,137004540
PKE,1678,BROWNS CABIN CREEK,PKE-11,950-956400-00000-00000-0000-0000-000-000-000-000-000-000,137002333
PKE,1683,DEENA CREEK,PKE-10,950-974300-00000-00000-0000-0000-000-000-000-000-000-000,137002178
PKE,1684,CAMERON CREEK,PKE-10,950-976300-00000-00000-0000-0000-000-000-000-000-000-000,137002383
PKE,1685,SOUTH BAY CREEK,PKE-10,950-976700-00000-00000-0000-0000-000-000-000-000-000-000,137002270
PKE,1686,SOUTH BAY DUMP CREEK,PKE-10,950-978100-00000-00000-0000-0000-000-000-000-000-000-000,137001764
PKE,1687,MACMILLAN CREEK,PKE-10,950-981700-00000-00000-0000-0000-000-000-000-000-000-000,137000794
PKE,1688,SACHS CREEK,PKE-10,950-990000-00000-00000-0000-0000-000-000-000-000-000-000,137000306
PKE,1690,HAANS CREEK,PKE-10,950-996400-00000-00000-0000-0000-000-000-000-000-000-000,137000006
PKE,1692,SKEDANS CREEK,PKE-10,955-081000-59000-00000-0000-0000-000-000-000-000-000-000,137022647
PKE,1693,BREAKER BAY CREEK,PKE-10,955-081000-72100-00000-0000-0000-000-000-000-000-000-000,137027999
PKE,1695,MATHERS CREEK,PKE-10,955-081000-38300-00000-0000-0000-000-000-000-000-000-000,137015372
PKE,1707,POWRIVCO CREEK,PKE-10,955-186000-45200-00000-0000-0000-000-000-000-000-000-000,137047202
PKE,1709,WINDY BAY CREEK,PKE-10,955-186000-59600-00000-0000-0000-000-000-000-000-000-000,137046368
PKE,1710,GATE CREEK,PKE-10,955-186000-64800-00000-0000-0000-000-000-000-000-000-000,137049467
PKE,1713,SEDGWICK BAY CREEK,PKE-10,955-186000-77400-00000-0000-0000-000-000-000-000-000-000,137049689
PKE,1715,SCUDDER POINT CREEK,PKE-10,955-296800-45400-00000-0000-0000-000-000-000-000-000-000,137063192
PKE,1721,ALDER ISLAND CREEK,PKE-10,955-296800-28200-00000-0000-0000-000-000-000-000-000-000,137062679
PKE,1731,OLDFIELD CREEK,PKE-7,915-789100-27000-32700-0000-0000-000-000-000-000-000-000,244065013
PKE,1732,KLOIYA RIVER,PKE-7,910-791900-00000-00000-0000-0000-000-000-000-000-000-000,244067912
PKE,1735,DENISE CREEK,PKE-7,910-793700-00000-00000-0000-0000-000-000-000-000-000-000,244066099
PKE,1736,SHAWATLAN RIVER,PKE-7,910-797600-00000-00000-0000-0000-000-000-000-000-000-000,244064015
PKE,1737,SILVER CREEK,PKE-7,910-801300-00000-00000-0000-0000-000-000-000-000-000-000,244059678
PKE,1738,MCNICHOL CREEK,PKE-7,910-807900-00000-00000-0000-0000-000-000-000-000-000-000,244063301
PKE,1739,LA HOU CREEK,PKE-7,910-825400-00000-00000-0000-0000-000-000-000-000-000-000,244048754
PKE,1740,BOAT HARBOUR CREEK,PKE-7,915-823500-26900-00000-0000-0000-000-000-000-000-000-000,244026855
PKE,1741,BRUNDIGE CREEK,PKE-7,915-823500-51800-00000-0000-0000-000-000-000-000-000-000,244030092
PKE,1742,SANDY BAY CREEK,PKE-7,915-823500-63400-00000-0000-0000-000-000-000-000-000-000,244026443
PKE,1743,WHITLY POINT CREEK,PKE-7,915-823500-67700-00000-0000-0000-000-000-000-000-000-000,244027151
PKE,1744,STUMAUN CREEK,PKE-7,910-828500-00000-00000-0000-0000-000-000-000-000-000-000,244039650
PKE,1748,LACHMACH RIVER,PKE-7,910-846300-00000-00000-0000-0000-000-000-000-000-000-000,244065698
PKE,1749,LEVERSON CREEK,PKE-7,910-847400-00000-00000-0000-0000-000-000-000-000-000-000,244064197
PKE,1750,TOON RIVER,PKE-7,910-855600-00000-00000-0000-0000-000-000-000-000-000-000,244049253
PKE,1751,ENSHESHESE RIVER,PKE-7,910-863100-00000-00000-0000-0000-000-000-000-000-000-000,244048458
PKE,1752,SAM BAY CREEK,PKE-7,910-881000-00000-00000-0000-0000-000-000-000-000-000-000,244016971
PKE,1753,LARCH CREEK,PKE-7,910-886100-00000-00000-0000-0000-000-000-000-000-000-000,244036124
PKE,1754,KHUTZEYMATEEN RIVER,PKE-7,910-887500-00000-00000-0000-0000-000-000-000-000-000-000,244027464
PKE,1755,MOUSE CREEK,PKE-7,910-890200-00000-00000-0000-0000-000-000-000-000-000-000,244023424
PKE,1756,KSI X'ANMAS,PKE-7,910-896600-00000-00000-0000-0000-000-000-000-000-000-000,244006327
PKE,1757,NASOGA GULF CREEK,PKE-7,910-900800-00000-00000-0000-0000-000-000-000-000-000-000,244001844
PKE,1758,STAGOO CREEK,PKE-7,910-919700-00000-00000-0000-0000-000-000-000-000-000-000,91065973
PKE,1760,ILLIANCE RIVER,PKE-7,910-929800-00000-00000-0000-0000-000-000-000-000-000-000,91054720
PKE,1761,WILAUKS CREEK,PKE-7,910-929900-00000-00000-0000-0000-000-000-000-000-000-000,91054395
PKE,1762,KITSAULT RIVER,PKE-7,910-930200-00000-00000-0000-0000-000-000-000-000-000-000,91054225
PKE,1764,KSHWAN RIVER,PKE-7,910-941800-00000-00000-0000-0000-000-000-000-000-000-000,91038661
PKE,1767,SALMON COVE CREEK,PKE-7,910-960200-00000-00000-0000-0000-000-000-000-000-000-000,91066704
PKE,1768,DOGFISH CREEK,PKE-7,910-971500-00000-00000-0000-0000-000-000-000-000-000-000,91072624
PKE,1769,LIZARD CREEK,PKE-7,915-896000-80300-00000-0000-0000-000-000-000-000-000-000,244002490
PKE,1771,MANZANITA COVE CREEK,PKE-7,915-876300-86000-00000-0000-0000-000-000-000-000-000-000,244007917
PKE,1772,TRACY BAY CREEK,PKE-7,915-876300-09400-00000-0000-0000-000-000-000-000-000-000,244010292
PKE,1773,TURK CREEK,PKE-7,915-876300-63200-00000-0000-0000-000-000-000-000-000-000,244004064
PKE,1774,BELLE BAY CREEK,PKE-7,910-979300-00000-00000-0000-0000-000-000-000-000-000-000,91065606
PKE,1775,ROBERSON CREEK,PKE-7,910-983400-00000-00000-0000-0000-000-000-000-000-000-000,91056872
PKE,1776,DONAHUE CREEK,PKE-7,910-985000-00000-00000-0000-0000-000-000-000-000-000-000,91053243
PKE,1778,GEORGIE RIVER,PKE-7,910-991800-00000-00000-0000-0000-000-000-000-000-000-000,91028652
PKE,1780,BEAR RIVER,PKE-7,910-999400-00000-00000-0000-0000-000-000-000-000-000-000,91012491
PKE,1782,OATSOALIS CREEK,PKE-5,915-093000-89000-00000-0000-0000-000-000-000-000-000-000,158076726
PKE,1784,DE COSMOS LAGOON CREEK,PKE-5,915-213000-81200-00000-0000-0000-000-000-000-000-000-000,154074913
PKE,1785,CRAB HARBOUR CREEK,PKE-5,915-213000-87100-00000-0000-0000-000-000-000-000-000-000,154077869
PKE,1786,WATT CREEK,PKE-5,915-213000-06400-00000-0000-0000-000-000-000-000-000-000,154081514
PKE,1788,KILDIDT LAGOON CREEK #2,PKE-5,915-213000-15200-00000-0000-0000-000-000-000-000-000-000,154074616
PKE,1789,STEWART CREEK,PKE-5,915-213000-28300-00000-0000-0000-000-000-000-000-000-000,154077983
PKE,1793,KISAMEET RIVER,PKE-5,915-226500-10000-00000-0000-0000-000-000-000-000-000-000,154072819
PKE,1794,SAGAR CREEK,PKE-5,915-226500-24900-00000-0000-0000-000-000-000-000-000-000,154059698
PKE,1795,EVANS INLET CREEK #3,PKE-5,915-226500-27600-00000-0000-0000-000-000-000-000-000-000,154058779
PKE,1796,HOOK NOSE CREEK,PKE-5,915-226500-31800-00000-0000-0000-000-000-000-000-000-000,154055448
PKE,1797,FOUR LAKES CREEK,PKE-5,915-226500-38200-00000-0000-0000-000-000-000-000-000-000,154033687
PKE,1799,GREEN BAY RIVER,PKE-6,915-226500-54300-00000-0000-0000-000-000-000-000-000-000,154022131
PKE,1800,KADJUSDIS RIVER,PKE-5,915-230500-47800-00000-0000-0000-000-000-000-000-000-000,154050852
PKE,1801,KUNSOOT RIVER,PKE-5,915-230500-54600-00000-0000-0000-000-000-000-000-000-000,154051189
PKE,1803,SCRIBNER CREEK,PKE-5,915-233500-13600-00000-0000-0000-000-000-000-000-000-000,154042783
PKE,1804,SALLY CREEK,PKE-5,915-233500-34000-00000-0000-0000-000-000-000-000-000-000,154036446
PKE,1806,DEER PASS LAGOON CREEKS,PKE-5,915-233500-50100-00000-0000-0000-000-000-000-000-000-000,154033109
PKE,1807,WEBSTER LAKE CREEK,PKE-5,915-233500-67300-00000-0000-0000-000-000-000-000-000-000,154024299
PKE,1809,MCLOUGHLIN CREEK,PKE-5,915-228000-69600-00000-0000-0000-000-000-000-000-000-000,154052490
PKE,1810,SHIP POINT CREEK,PKE-5,915-228000-76500-00000-0000-0000-000-000-000-000-000-000,154059907
PKE,1813,KWAKUSDIS RIVER,PKE-5,915-381700-84400-00000-0000-0000-000-000-000-000-000-000,149092330
PKE,1815,ROBINSON CREEKS,PKE-5,915-477000-76100-00000-0000-0000-000-000-000-000-000-000,149069068
PKE,1816,BULLEY BAY CREEK,PKE-5,915-477000-57700-00000-0000-0000-000-000-000-000-000-000,149065920
PKE,1817,PRICE CREEK,PKE-5,915-470000-54500-00000-0000-0000-000-000-000-000-000-000,92040262
PKE,1820,KITASOO CREEK,PKE-5,915-482000-87400-00000-0000-0000-000-000-000-000-000-000,92018715
PKE,1821,GULL CREEK,PKE-5,915-482000-13200-00000-0000-0000-000-000-000-000-000-000,92035645
PKE,1822,OSMENT CREEK,PKE-5,915-482000-50100-00000-0000-0000-000-000-000-000-000-000,92031861
PKE,1823,KWAKWA CREEK,PKE-5,915-482000-59900-00000-0000-0000-000-000-000-000-000-000,92024672
PKE,1824,MEYERS PASS CREEK,PKE-5,915-482000-75900-00000-0000-0000-000-000-000-000-000-000,92015753
PKE,1825,GORILLA CREEK,PKE-5,915-486500-69200-00000-0000-0000-000-000-000-000-000-000,149015578
PKE,1829,LAGOON CREEK,PKE-5,915-486500-05300-00000-0000-0000-000-000-000-000-000-000,149041834
PKE,1830,MARY COVE CREEK,PKE-5,915-486500-06800-00000-0000-0000-000-000-000-000-000-000,149038467
PKE,1831,WATSON BAY CREEK,PKE-5,915-486500-18900-00000-0000-0000-000-000-000-000-000-000,149028337
PKE,1832,BOTTLENECK CREEK,PKE-5,915-486500-30600-00000-0000-0000-000-000-000-000-000-000,149017045
PKE,1833,JAMES BAY CREEK,PKE-6,915-488000-78700-00000-0000-0000-000-000-000-000-000-000,149011941
PKE,1834,CANYON CREEK,PKE-5,915-488000-87500-00000-0000-0000-000-000-000-000-000-000,149028641
PKE,1835,GEISH CREEK,PKE-5,915-488000-14600-00000-0000-0000-000-000-000-000-000-000,149021613
PKE,1836,DUTHIE CREEK,PKE-6,915-488000-34300-00000-0000-0000-000-000-000-000-000-000,149003159
PKE,1837,WINDY BAY CREEK,PKE-6,915-488000-41400-00000-0000-0000-000-000-000-000-000-000,149003713
PKE,1838,CANOONA RIVER,PKE-6,915-488300-84200-00000-0000-0000-000-000-000-000-000-000,120011452
PKE,1839,SODA CREEK,PKE-6,915-488300-88700-00000-0000-0000-000-000-000-000-000-000,120038008
PKE,1840,LITTLE CREEK,PKE-5,915-488300-92500-00000-0000-0000-000-000-000-000-000-000,120053064
PKE,1841,QUIGLEY CREEK,PKE-5,915-488300-01500-00000-0000-0000-000-000-000-000-000-000,120055423
PKE,1842,POWLES CREEK,PKE-5,915-488300-02700-00000-0000-0000-000-000-000-000-000-000,120051318
PKE,1843,BLEE CREEK,PKE-5,915-488300-03900-00000-0000-0000-000-000-000-000-000-000,120047278
PKE,1844,BLOOMFIELD CREEK,PKE-5,915-488300-07700-00000-0000-0000-000-000-000-000-000-000,120035826
PKE,1845,FIFER COVE CREEK,PKE-6,915-488300-08400-00000-0000-0000-000-000-000-000-000-000,120035979
PKE,1846,DALLY CREEK,PKE-6,915-488300-09100-00000-0000-0000-000-000-000-000-000-000,120032851
PKE,1850,ARNOUP CREEK,PKE-6,915-488300-11100-00000-0000-0000-000-000-000-000-000-000,120021809
PKE,1851,RONALD CREEK,PKE-6,915-488300-11800-00000-0000-0000-000-000-000-000-000-000,120025834
PKE,1852,NIAS CREEK,PKE-6,915-488300-13600-00000-0000-0000-000-000-000-000-000-000,120028042
PKE,1853,PACKE CREEK,PKE-5,915-488300-13800-00000-0000-0000-000-000-000-000-000-000,120028983
PKE,1854,TYLER CREEK,PKE-5,915-488300-15800-00000-0000-0000-000-000-000-000-000-000,120035969
PKE,1855,PYNE CREEK,PKE-5,915-488300-16200-00000-0000-0000-000-000-000-000-000-000,120036184
PKE,1856,BUSEY CREEK,PKE-5,915-488300-18800-00000-0000-0000-000-000-000-000-000-000,120042636
PKE,1857,TRAHEY CREEK,PKE-5,915-488300-23300-00000-0000-0000-000-000-000-000-000-000,120049922
PKE,1858,STEEP CREEK,PKE-5,915-488300-25100-00000-0000-0000-000-000-000-000-000-000,120053791
PKE,1859,DALLAIN CREEK,PKE-5,915-488300-27300-00000-0000-0000-000-000-000-000-000-000,120054912
PKE,1860,TALAMOOSA CREEK,PKE-5,915-488300-30600-00000-0000-0000-000-000-000-000-000-000,120049258
PKE,1862,EVINRUDE CREEK,PKE-5,915-488300-38700-00000-0000-0000-000-000-000-000-000-000,120039725
PKE,1863,WALE CREEK,PKE-5,915-488300-43300-00000-0000-0000-000-000-000-000-000-000,120036818
PKE,1864,ARGYH CREEK,PKE-5,915-488300-46000-00000-0000-0000-000-000-000-000-000-000,120030182
PKE,1865,PENN CREEK,PKE-5,915-488300-48000-00000-0000-0000-000-000-000-000-000-000,120020493
PKE,1866,ROLAND CREEK,PKE-5,915-488300-55100-00000-0000-0000-000-000-000-000-000-000,120022756
PKE,1867,DOUGLAS CREEK,PKE-5,915-488300-55800-02600-0000-0000-000-000-000-000-000-000,120019042
PKE,1868,CHAPPLE CREEK,PKE-5,915-488300-56300-00000-0000-0000-000-000-000-000-000-000,120020502
PKE,1869,BARNARD CREEK,PKE-5,915-488300-64900-00000-0000-0000-000-000-000-000-000-000,120012647
PKE,1870,WEST ARM CREEK,PKE-6,915-488300-70700-00000-0000-0000-000-000-000-000-000-000,120005834
PKE,1871,EAST ARM CREEK,PKE-6,915-488300-72600-00000-0000-0000-000-000-000-000-000-000,120004702
PKE,1872,WHALEN CREEK,PKE-6,915-488300-75400-00000-0000-0000-000-000-000-000-000-000,120001199
PKE,1873,DEVIL CREEK,PKE-5,915-483500-72100-00000-0000-0000-000-000-000-000-000-000,92000713
PKE,1874,LIMESTONE CREEK,PKE-5,915-483500-83800-00000-0000-0000-000-000-000-000-000-000,92007393
PKE,1875,FURY CREEK,PKE-5,915-483500-86200-00000-0000-0000-000-000-000-000-000-000,92008694
PKE,1876,DON CREEK,PKE-5,915-483500-97900-00000-0000-0000-000-000-000-000-000-000,92033730
PKE,1877,LINNEA CREEK,PKE-5,915-483500-13200-00000-0000-0000-000-000-000-000-000-000,92035793
PKE,1878,DUFFEY CREEK,PKE-5,915-483500-15800-00000-0000-0000-000-000-000-000-000-000,92027432
PKE,1879,NOBLE CREEK,PKE-5,915-483500-18300-00000-0000-0000-000-000-000-000-000-000,92026557
PKE,1880,KDELMASHAN CREEK,PKE-5,915-483500-19900-00000-0000-0000-000-000-000-000-000-000,92028608
PKE,1881,SENTINEL CREEK,PKE-5,915-483500-28300-00000-0000-0000-000-000-000-000-000-000,92023690
PKE,1882,CLIFFORD CREEK,PKE-5,915-483500-35000-00000-0000-0000-000-000-000-000-000-000,92013164
PKE,1883,FLUX CREEK,PKE-5,915-483500-35100-00000-0000-0000-000-000-000-000-000-000,92012685
PKE,1884,MCDONALD CREEK,PKE-5,915-483500-36000-00000-0000-0000-000-000-000-000-000-000,92012999
PKE,1886,SALMON CREEK,PKE-5,915-483500-54100-00000-0000-0000-000-000-000-000-000-000,92008324
PKE,1887,EAGLE CREEK,PKE-5,915-483500-54600-00000-0000-0000-000-000-000-000-000-000,92008135
PKE,1888,TRENEMAN CREEK,PKE-5,915-483500-57200-00000-0000-0000-000-000-000-000-000-000,92006988
PKE,1889,STANNARD CREEK-EAST BRANCH,PKE-5,915-483500-62700-00500-0000-0000-000-000-000-000-000-000,92003777
PKE,1890,STANNARD CREEK,PKE-5,915-483500-62700-00000-0000-0000-000-000-000-000-000-000,92003777
PKE,1891,WEST CREEK,PKE-5,915-483500-63900-00000-0000-0000-000-000-000-000-000-000,92003292
PKE,1893,ESTEVAN CREEK,PKE-5,915-538500-19600-00000-0000-0000-000-000-000-000-000-000,76044686
PKE,1894,CARTWRIGHT CREEK,PKE-5,915-538000-17600-00000-0000-0000-000-000-000-000-000-000,76041739
PKE,1895,MCMICKING CREEK,PKE-5,915-538000-24300-00000-0000-0000-000-000-000-000-000-000,76035679
PKE,1897,GIL CREEK,PKE-5,915-541700-87800-00000-0000-0000-000-000-000-000-000-000,76033821
PKE,1899,WINDY ISLAND CREEK,PKE-5,915-541700-04000-00000-0000-0000-000-000-000-000-000-000,76033386
PKE,1900,BLACK ROCK CREEK,PKE-5,915-541700-21300-00000-0000-0000-000-000-000-000-000-000,76023532
PKE,1901,TURN CREEK,PKE-5,915-541700-29400-00000-0000-0000-000-000-000-000-000-000,76020337
PKE,1902,CRANE BAY CREEK,PKE-5,915-541700-30600-00000-0000-0000-000-000-000-000-000-000,76018854
PKE,1903,TURTLE CREEK,PKE-5,915-541700-45000-00000-0000-0000-000-000-000-000-000-000,76008213
PKE,1904,GRIBBELL ISLAND CREEK,PKE-6,915-566500-08500-00000-0000-0000-000-000-000-000-000-000,79026269
PKE,1905,RIORDAN CREEK,PKE-6,915-566500-58300-00000-0000-0000-000-000-000-000-000-000,79016490
PKE,1906,EVELYN CREEK,PKE-6,915-567300-72300-00000-0000-0000-000-000-000-000-000-000,79008002
PKE,1907,VERNEY PASSAGE CREEK,PKE-6,915-567300-75400-00000-0000-0000-000-000-000-000-000-000,79008705
PKE,1908,FISHTRAP BAY CREEK,PKE-6,915-567300-78100-00000-0000-0000-000-000-000-000-000-000,79008972
PKE,1909,LITTLE TILLHORN CREEK,PKE-6,915-567300-16200-00000-0000-0000-000-000-000-000-000-000,79009042
PKE,1910,BIG TILLHORN CREEK,PKE-6,915-567300-19100-00000-0000-0000-000-000-000-000-000-000,79007870
PKE,1912,STEWART CREEK,PKE-5,915-563500-55400-00000-0000-0000-000-000-000-000-000-000,93067655
PKE,1913,FALSE STEWART CREEK,PKE-5,915-560200-74200-00000-0000-0000-000-000-000-000-000-000,93004361
PKE,1914,PA-AAT RIVER,PKE-5,915-560200-75800-00000-0000-0000-000-000-000-000-000-000,93005744
PKE,1915,SALTER LAKE CREEK,PKE-5,915-560200-82200-00000-0000-0000-000-000-000-000-000-000,93043348
PKE,1916,TSIMTACK LAKE CREEK,PKE-5,915-560200-87900-00000-0000-0000-000-000-000-000-000-000,93068963
PKE,1917,CRIDGE INLET CREEK,PKE-5,915-560200-93500-00000-0000-0000-000-000-000-000-000-000,93072676
PKE,1918,TUWARTZ CREEK,PKE-5,915-560200-95600-00000-0000-0000-000-000-000-000-000-000,93075374
PKE,1919,CHERRY CREEK,PKE-5,915-560200-97200-00000-0000-0000-000-000-000-000-000-000,93076793
PKE,1920,MONCKTON INLET CREEK,PKE-5,915-560200-06700-00000-0000-0000-000-000-000-000-000-000,93073855
PKE,1921,PORT STEPHENS CREEK,PKE-5,915-560200-12200-00000-0000-0000-000-000-000-000-000-000,93070136
PKE,1922,OAR POINT CREEK,PKE-5,915-560200-20800-00000-0000-0000-000-000-000-000-000-000,93067159
PKE,1923,MIKADO LAKE CREEK,PKE-5,915-560200-23700-00000-0000-0000-000-000-000-000-000-000,93061107
PKE,1924,DEVON LAKE CREEK,PKE-5,915-560200-24900-00000-0000-0000-000-000-000-000-000-000,93058603
PKE,1925,CURTIS INLET CREEK,PKE-5,915-560200-34300-00000-0000-0000-000-000-000-000-000-000,93051163
PKE,1926,SHENEEZA CREEK,PKE-5,915-560200-39100-00000-0000-0000-000-000-000-000-000-000,93045900
PKE,1927,WILSON CREEK,PKE-5,915-560200-42000-00000-0000-0000-000-000-000-000-000-000,93042652
PKE,1928,MARKLE INLET CREEK,PKE-5,915-560200-46300-00000-0000-0000-000-000-000-000-000-000,93033276
PKE,1929,HEVENOR INLET CREEK,PKE-5,915-560200-53500-00000-0000-0000-000-000-000-000-000-000,93028605
PKE,1930,NEWCOMBE HARBOUR CREEK,PKE-5,915-560200-61400-00000-0000-0000-000-000-000-000-000-000,93013848
PKE,1931,CAPTAIN COVE CREEK,PKE-5,915-560200-66500-00000-0000-0000-000-000-000-000-000-000,93005522
PKE,1932,ALPHA CREEK,PKE-7,915-560200-69000-00000-0000-0000-000-000-000-000-000-000,93003260
PKE,1933,END HILL CREEK,PKE-5,915-560000-62900-00000-0000-0000-000-000-000-000-000-000,153005881
PKE,1934,SPENCER CREEK,PKE-5,915-560000-69500-00000-0000-0000-000-000-000-000-000-000,127000689
PKE,1935,BOLTON CREEK,PKE-5,915-560000-75100-00000-0000-0000-000-000-000-000-000-000,127016063
PKE,1936,KOORYET CREEK,PKE-5,915-560000-78400-00000-0000-0000-000-000-000-000-000-000,76002367
PKE,1937,KEECHA CREEK,PKE-5,915-560000-80400-00000-0000-0000-000-000-000-000-000-000,76006441
PKE,1938,DEER LAKE CREEK,PKE-5,915-560000-82800-00000-0000-0000-000-000-000-000-000-000,76015482
PKE,1941,INDIAN HARBOUR CREEK,PKE-5,915-560000-20600-00000-0000-0000-000-000-000-000-000-000,127024160
PKE,1944,BONILLA LAKE CREEK,PKE-5,915-560000-37600-00000-0000-0000-000-000-000-000-000-000,127000677
PKE,1945,SKULL CREEK,PKE-5,915-560000-46900-00000-0000-0000-000-000-000-000-000-000,153012495
PKE,1946,RAWLINSON ANCHORAGE CREEK,PKE-5,915-560000-51500-18400-0000-0000-000-000-000-000-000-000,153008917
PKE,1947,DEADMAN CREEK,PKE-5,915-560000-58800-00000-0000-0000-000-000-000-000-000-000,153000787
PKE,1948,SHAW CREEK,PKE-5,915-742200-87800-00000-0000-0000-000-000-000-000-000-000,93020031
PKE,1949,RYAN CREEK,PKE-5,915-742200-93300-00000-0000-0000-000-000-000-000-000-000,93030608
PKE,1950,KESWAR CREEK,PKE-5,915-742200-32600-00000-0000-0000-000-000-000-000-000-000,93022508
PKE,1951,HANKIN CREEK,PKE-5,915-742200-43300-00000-0000-0000-000-000-000-000-000-000,93014222
PKE,1952,HUMPBACK CREEK,PKE-7,915-765500-82600-00000-0000-0000-000-000-000-000-000-000,169003101
PKE,1953,CHISMORE CREEK,PKE-7,915-765500-86900-00000-0000-0000-000-000-000-000-000-000,169004960
PKE,1954,SPILLER RIVER,PKE-7,915-765500-87800-00000-0000-0000-000-000-000-000-000-000,169005717
PKE,1955,OONA RIVER,PKE-7,915-765500-92300-00000-0000-0000-000-000-000-000-000-000,169010477
PKE,1956,BILLY CREEK,PKE-7,915-765500-06000-00000-0000-0000-000-000-000-000-000-000,169016101
PKE,1957,WEST CREEK,PKE-7,915-765500-14100-00000-0000-0000-000-000-000-000-000-000,169013055
PKE,1958,WOLF CREEK,PKE-7,915-765500-17500-00000-0000-0000-000-000-000-000-000-000,169009851
PKE,1959,HEAD CREEK,PKE-7,915-765500-18600-00000-0000-0000-000-000-000-000-000-000,169009626
PKE,1960,FOOTE CREEK,PKE-7,915-765500-24200-00000-0000-0000-000-000-000-000-000-000,169004617
PKE,1961,PORCHER CREEK,PKE-7,915-765500-28600-00000-0000-0000-000-000-000-000-000-000,169007531
PKE,1962,PHOENIX CREEK,PKE-7,915-765500-33500-00000-0000-0000-000-000-000-000-000-000,169014210
PKE,1964,KITKATLA CREEK,PKE-7,915-765500-37000-00000-0000-0000-000-000-000-000-000-000,169011146
PKE,1965,LITTLE USELESS CREEK,PKE-7,915-765500-69000-00000-0000-0000-000-000-000-000-000-000,169004468
